================================================
  NLOC    CCN   token  PARAM  length  location  
      26      8    193      4      33 _update_order_line_info@2200-2232@sale_order.py
       3      2     21      1      11 _is_readonly@2236-2246@sale_order.py
       3      1     28      1      11 _is_paid@2248-2258@sale_order.py
       5      3     36      1       7 _get_lang@2260-2266@sale_order.py
       2      1     18      1       7 _validate_order@2268-2274@sale_order.py
1 file analyzed.
==============================================================
NLOC    Avg.NLOC  AvgCCN  Avg.token  function_cnt    file
--------------------------------------------------------------
   1676      10.0     3.7       68.6       135     sale_order.py

===========================================================================================================
!!!! Warnings (cyclomatic_complexity > 15 or length > 1000 or nloc > 1000000 or parameter_count > 100) !!!!
================================================
  NLOC    CCN   token  PARAM  length  location  
------------------------------------------------
      36     18    273      1      46 _compute_invoice_status@596-641@sale_order.py
     127     45    913      4     186 _create_invoices@1512-1697@sale_order.py
      38     19    323      4      47 _notify_get_recipients_groups@1728-1774@sale_order.py
==========================================================================================
Total nloc   Avg.NLOC  AvgCCN  Avg.token   Fun Cnt  Warning cnt   Fun Rt   nloc Rt
------------------------------------------------------------------------------------------
      1676      10.0     3.7       68.6      135            3      0.02    0.15
